5988,Cooked sweetcorn,1,5,NA
5982,Watermelon,1,28,NA
5980,Calquat fruit,1,32,NA
5986,Sweetcorn,1,5,NA
5984,Watermelon slice,1,9,NA
12441,Musketeer tabard,1,1128,NA
6794,Choc-ice,1,18,6000
272,Fish food,0,0,NA
273,Poison,0,NA,NA
2142,Cooked meat,0,18,NA
99,Ranarr potion (unf),1,15,NA
91,Guam potion (unf),1,1,NA
93,Marrentill potion (unf),1,3,NA
95,Tarromin potion (unf),1,6,NA
97,Harralander potion (unf),1,12,NA
13058,Bandos rune armour set (sk),0,48000,NA
13052,Armadyl rune armour set (lg),0,48000,NA
13050,Guthix armour set (sk),0,48000,NA
13056,Bandos rune armour set (lg),0,48000,NA
13054,Armadyl rune armour set (sk),0,48000,NA
1177,Steel sq shield,0,360,NA
1175,Iron sq shield,0,100,NA
1173,Bronze sq shield,0,29,NA
1171,Wooden shield,0,12,125
1179,Black sq shield,0,691,NA
7188,Fish pie,1,30,NA
876,Rune knife(p),1,100,NA
3432,Sacred oil(3),1,60,NA
7186,Raw fish pie,1,30,NA
872,Steel knife(p),1,40,NA
1225,Mithril dagger(p),1,195,NA
12833,Holy elixir,1,450000,4
12831,Blessed spirit shield,1,720000,NA
870,Bronze knife(p),1,8,NA
8019,Enchant diamond,1,0,NA
8018,Enchant ruby,1,0,NA
8017,Enchant emerald,1,0,NA
8016,Enchant sapphire,1,0,NA
8015,Bones to peaches,1,0,NA
8014,Bones to bananas,1,0,NA
8013,Teleport to house,1,0,10000
8012,Watchtower teleport,1,0,10000
8011,Ardougne teleport,1,0,10000
8010,Camelot teleport,1,0,10000
2036,Premade p' punch,1,18,NA
4591,Kharidian headpiece,1,0,NA
4595,Karidian disguise,1,0,NA
1987,Grapes,0,0,13000
391,Manta ray,1,300,10000
397,Sea turtle,1,300,NA
395,Raw sea turtle,1,300,NA
2309,Bread,0,14,NA
4728,Guthan's platebody,1,168000,NA
2301,Pineapple pizza,1,60,NA
4724,Guthan's helm,1,61800,NA
4726,Guthan's warspear,1,60000,NA
4720,Dharok's platebody,1,168000,NA
2307,Bread dough,0,2,NA
4722,Dharok's platelegs,1,165000,NA
19701,Jar of darkness,1,0,NA
5841,Slayer's respite(4),1,0,NA
11280,Cavalier mask,1,120,NA
11284,Dragonfire shield,1,1200000,10
5849,Cider(4),1,0,NA
11286,Draconic visage,1,450000,NA
3749,Archer helm,1,36000,NA
4627,Bandit's brew,1,300,NA
13463,Ensouled bear head,1,156,NA
179,Antipoison(1),1,172,NA
177,Antipoison(2),1,172,NA
175,Antipoison(3),1,172,NA
173,Ranging potion(1),1,172,NA
171,Ranging potion(2),1,172,NA
10390,Saradomin coif,1,1200,NA
10392,A powdered wig,1,1200,NA
10394,Flared trousers,1,1200,NA
10396,Pantaloons,1,1200,NA
10398,Sleeping cap,1,1200,NA
7218,Summer pie,1,42,NA
7216,Raw summer pie,1,42,NA
12227,Iron platelegs (t),0,168,NA
6215,Broodoo shield (10),1,NA,NA
12225,Iron platebody (t),0,336,NA
6213,Mahogany pyre log,1,120,NA
12223,Bronze kiteshield (t),0,1326,NA
6211,Teak pyre logs,1,60,NA
12229,Iron plateskirt (t),0,168,NA
6812,Wyvern bones,1,66,NA
6814,Fur,0,6,NA
7668,Gadderhammer,1,1800,NA
7660,Guthix balance(4),1,120,NA
7662,Guthix balance(3),1,120,NA
7664,Guthix balance(2),1,120,NA
7666,Guthix balance(1),1,120,NA
1769,Orange dye,0,3,NA
1763,Red dye,0,3,NA
1761,Soft clay,0,1,NA
1767,Blue dye,0,3,NA
1765,Yellow dye,0,3,NA
1540,Anti-dragon shield,0,12,NA
11115,Dragonstone bracelet,1,11475,NA
13385,Xerician hat,1,36,NA
5618,Steel arrow(p+),1,7,NA
5619,Mithril arrow(p+),1,19,NA
5616,Bronze arrow(p+),1,4,NA
5617,Iron arrow(p+),1,2,NA
259,Irit leaf,1,24,NA
253,Tarromin,1,6,NA
251,Marrentill,1,3,NA
257,Ranarr weed,1,15,NA
255,Harralander,1,12,NA
5050,Skirt,1,NA,NA
5052,Skirt,1,NA,NA
1159,Mithril full helm,0,858,NA
1155,Bronze full helm,0,25,NA
1157,Steel full helm,0,330,NA
1151,Black med helm,0,345,NA
1153,Iron full helm,0,92,NA
8528,Kitchen table,1,NA,NA
8522,Greenman's ale,1,1,NA
8520,Asgarnian ale,1,1,NA
8526,Chef's delight,1,1,NA
8524,Dragon bitter,1,1,NA
19576,Mithril javelin heads,1,99,NA
4298,Ham shirt,1,45,NA
10432,Green elegant blouse,1,1200,NA
12235,Iron platebody (g),0,336,NA
4749,Torag's platebody,1,168000,NA
4740,Bolt rack,1,30,11000
4747,Torag's hammers,1,96000,NA
12237,Iron platelegs (g),0,168,NA
4745,Torag's helm,1,61800,NA
5865,Asgarnian ale(m4),1,1,NA
12231,Iron full helm (t),0,92,NA
12233,Iron kiteshield (t),0,1326,NA
2187,Tangled toad's legs,1,1,NA
2185,Chocolate bomb,1,1,NA
4600,Willow blackjack,1,360,NA
12239,Iron plateskirt (g),0,168,NA
13448,Ensouled goblin head,1,30,NA
19589,Heavy frame,1,30000,NA
19586,Light frame,1,30000,NA
19584,Javelin shaft,1,0,7000
19582,Dragon javelin heads,1,1170,NA
19580,Rune javelin heads,1,810,NA
151,Fishing potion(3),1,150,NA
153,Fishing potion(2),1,150,NA
155,Fishing potion(1),1,150,NA
157,Super strength(3),1,132,NA
159,Super strength(2),1,132,NA
7946,Monkfish,1,138,13000
9192,Diamond bolt tips,1,79,NA
10376,Guthix bracers,1,2400,NA
10374,Zamorak coif,1,1200,NA
6235,Broodoo shield,1,NA,NA
12205,Bronze platebody (g),0,96,NA
6237,Broodoo shield (10),1,NA,NA
12207,Bronze platelegs (g),0,48,NA
12201,Ancient stole,1,1500,NA
10564,Granite body,1,48000,NA
819,Bronze dart tip,1,0,NA
810,Adamant dart,1,39,NA
811,Rune dart,1,210,NA
812,Bronze dart(p),1,0,NA
813,Iron dart(p),1,1,NA
814,Steel dart(p),1,6,NA
815,Mithril dart(p),1,15,NA
816,Adamant dart(p),1,39,NA
817,Rune dart(p),1,210,NA
13441,Anglerfish,1,270,NA
1700,Diamond amulet,0,2115,NA
1702,Dragonstone amulet,1,10575,NA
1704,Amulet of glory,1,10575,NA
11133,Regen bracelet,1,121200,10
11130,Onyx bracelet,1,121200,NA
3028,Super restore(2),1,144,NA
3026,Super restore(3),1,144,NA
3024,Super restore(4),1,144,NA
3022,Super energy(1),1,180,NA
3020,Super energy(2),1,180,NA
5670,Bronze dagger(p+),1,6,NA
5672,Steel dagger(p+),1,75,NA
5674,Mithril dagger(p+),1,195,NA
5676,Adamant dagger(p+),1,480,NA
5678,Rune dagger(p+),1,4800,NA
6752,Black desert robe,1,18,NA
6750,Black desert shirt,1,24,NA
239,White berries,1,6,13000
235,Unicorn horn dust,1,12,NA
237,Unicorn horn,1,12,NA
231,Snape grass,1,6,13000
233,Pestle and mortar,1,2,NA
5386,Apples(5),1,0,NA
11834,Bandos tassets,1,173946,10
11832,Bandos chestplate,1,174006,10
11830,Armadyl chainskirt,1,173940,10
1139,Bronze med helm,0,14,NA
1133,Studded body,0,510,NA
1131,Hardleather body,0,102,125
2140,Cooked chicken,0,7,NA
1137,Iron med helm,0,50,NA
1135,Green d'hide body,0,4680,125
8508,Mahogany armchair,1,NA,NA
12879,Torag's armour set,1,240000,NA
2,Cannonball,1,3,7000
12265,Bandos robe top,1,4200,NA
6589,White battleaxe,1,748,NA
1927,Bucket of milk,0,7,NA
13657,Grape seed,1,43,NA
11248,Eclectic impling jar,1,30,NA
11244,Earth impling jar,1,30,NA
11246,Essence impling jar,1,30,NA
11242,Gourmet impling jar,1,30,NA
5809,Dragon bitter(4),1,0,NA
5801,Mind bomb(4),1,0,NA
11791,Staff of the dead,1,600003,NA
4884,Dharok's helm 0,1,61800,NA
9177,Iron crossbow,1,94,NA
6259,Broodoo shield (10),1,NA,NA
12269,Bandos stole,1,1500,NA
12263,Armadyl crozier,1,3000,NA
12261,Armadyl cloak,1,1200,NA
6257,Broodoo shield,1,NA,NA
12267,Bandos robe legs,1,4200,NA
8548,Wood dining table,1,NA,NA
3474,Adamant plateskirt (t),0,3840,NA
3475,Adamant plateskirt (g),0,3840,NA
3476,Rune plateskirt (g),0,38400,NA
3477,Rune plateskirt (t),0,38400,NA
3470,Fine cloth,1,300,NA
837,Crossbow,0,42,NA
3472,Black plateskirt (t),0,1152,NA
3473,Black plateskirt (g),0,1152,NA
839,Longbow,0,48,NA
3478,Zamorak plateskirt,0,38400,NA
3479,Saradomin plateskirt,0,38400,NA
8882,Bone bolts,1,2,13000
11431,Attack mix(1),1,5,NA
1729,Amulet of defence,0,765,NA
1727,Amulet of magic,0,540,NA
1724,Unholy symbol,1,120,NA
1725,Amulet of strength,0,1215,125
1722,Unpowered symbol,1,120,NA
1720,Unstrung emblem,1,120,NA
3004,Snapdragon potion (unf),1,35,NA
3000,Snapdragon,1,35,NA
3002,Toadflax potion (unf),1,28,NA
3008,Energy potion(4),1,87,NA
9450,Mahogany stock,1,79,NA
9452,Yew stock,1,100,NA
5658,Black knife(p+),1,11,NA
5659,Adamant knife(p+),1,40,NA
5656,Steel knife(p+),1,40,NA
5657,Mithril knife(p+),1,16,NA
5654,Bronze knife(p+),1,8,NA
5655,Iron knife(p+),1,34,NA
5652,Adamant javelin(p++),1,96,NA
5653,Rune javelin(p++),1,240,NA
5650,Steel javelin(p++),1,22,NA
5651,Mithril javelin(p++),1,38,NA
12486,Bandos full helm,0,21120,NA
12468,Ancient kiteshield,0,32640,NA
6418,Maple blackjack(o),1,NA,NA
12464,Ancient plateskirt,0,38400,NA
6414,Willow blackjack(d),1,NA,NA
12466,Ancient full helm,0,21120,NA
6416,Maple blackjack,1,720,NA
12460,Ancient platebody,0,39000,NA
6410,Oak blackjack(d),1,NA,NA
12462,Ancient platelegs,0,38400,NA
6412,Willow blackjack(o),1,NA,NA
7771,Toy cat,1,6,NA
19481,Heavy ballista,1,570000,8
6731,Seers ring,1,6000,NA
6739,Dragon axe,1,33000,40
12484,Bandos plateskirt,0,38400,NA
13167,Bandos dragonhide set,1,5700,NA
217,Grimy dwarf weed,1,14,NA
215,Grimy cadantine,1,13,NA
213,Grimy kwuarm,1,12,NA
211,Grimy avantoe,1,10,NA
219,Grimy torstol,1,15,NA
12488,Bandos kiteshield,0,32640,NA
2550,Ring of recoil,1,540,NA
2552,Ring of dueling(8),1,765,NA
11477,Fishing mix(2),1,90,NA
11475,Anti-poison supermix(1),1,129,NA
11473,Anti-poison supermix(2),1,129,NA
11471,Superattack mix(1),1,81,NA
11479,Fishing mix(1),1,90,NA
5014,Mining helmet,1,360,NA
5016,Bone spear,1,360,NA
5018,Bone club,1,360,NA
